TS,Home Office Energy,Total Energy
2016-02-08 20:00:00,0.02666390367319758,0.21663239818453536
2016-02-08 21:00:00,0.027334986509793706,0.22043519344043352
2016-02-08 22:00:00,0.028010232872218016,0.2233853664427633
2016-02-08 23:00:00,0.028688412493542568,0.22707029716335164
2016-02-09 00:00:00,0.029370567732490173,0.23086311792081388
2016-02-09 01:00:00,0.030056939678833456,0.23440591440231504
2016-02-09 02:00:00,0.030742269266453928,0.23846186691940574
2016-02-09 03:00:00,0.03145306455221397,0.24240997076306398
2016-02-09 04:00:00,0.032156003147736784,0.24730069898148593
2016-02-09 05:00:00,0.03284450117496707,0.251557571460555
2016-02-09 06:00:00,0.03353178548064596,0.2548899722065637
2016-02-09 07:00:00,0.03421919860389944,0.25805596664608255
2016-02-09 08:00:00,0.034900771209229874,0.26077924580887174
2016-02-09 09:00:00,0.03557692638555196,0.2634788603559403
2016-02-09 10:00:00,0.03625838671868436,0.26619720663289165
2016-02-09 11:00:00,0.03694276140171523,0.26898059396688356
2016-02-09 12:00:00,0.03762702144892284,0.27181601887375845
2016-02-09 13:00:00,0.03830997204775757,0.2745765097702269
2016-02-09 14:00:00,0.038991632107221216,0.2790366422002439
2016-02-09 15:00:00,0.03967316453092288,0.28438904906055
2016-02-09 16:00:00,0.04035707948884811,0.2885692739009268
2016-02-09 17:00:00,0.041039460454004396,0.29176519065394096
2016-02-09 18:00:00,0.041719431703247066,0.294732529484444
2016-02-09 19:00:00,0.04239822823075451,0.2982549562437838
2016-02-09 20:00:00,0.04307977129076967,0.3027410802785522
2016-02-09 21:00:00,0.04385889307262864,0.30809722403033396
2016-02-09 22:00:00,0.044831929031308566,0.3130397298228645
2016-02-09 23:00:00,0.0457706569698942,0.3168010789104986
2016-02-10 00:00:00,0.04669505661238533,0.3210096117083442
2016-02-10 01:00:00,0.04759632818208124,0.3257162099765508
2016-02-10 02:00:00,0.048295458977371745,0.3301490118081282
2016-02-10 03:00:00,0.04897604358735947,0.33398628881057446
2016-02-10 04:00:00,0.0496577024650105,0.33735902245736776
2016-02-10 05:00:00,0.05044863410029015,0.34231580690986313
2016-02-10 06:00:00,0.051320136992130214,0.3470442769840596
2016-02-10 07:00:00,0.052014656354613005,0.3502998575467348
2016-02-10 08:00:00,0.052691726253895926,0.3529934271222987
2016-02-10 09:00:00,0.05336705416139039,0.35570299489517626
2016-02-10 10:00:00,0.05405027657712563,0.35840373452785046
2016-02-10 11:00:00,0.0547449554843109,0.36119227220120065
2016-02-10 12:00:00,0.05544536263722118,0.36392805966866354
2016-02-10 13:00:00,0.05614793841627244,0.3692842861473281
2016-02-10 14:00:00,0.056853924906518756,0.3802176636087002
2016-02-10 15:00:00,0.05756257283876481,0.38785864940819287
2016-02-10 16:00:00,0.058275073480122376,0.3939759490265228
2016-02-10 17:00:00,0.05898933384045757,0.40021394834861607
2016-02-10 18:00:00,0.05974999689114696,0.4058970216502003
2016-02-10 19:00:00,0.06074391193322358,0.4119587808030686
2016-02-10 20:00:00,0.06178288003565276,0.41805618815153195
2016-02-10 21:00:00,0.06271689490554613,0.42264319171076636
2016-02-10 22:00:00,0.06350916907995176,0.4272925512487895
2016-02-10 23:00:00,0.06432604622929101,0.43243835008302106
2016-02-11 00:00:00,0.0650267582898549,0.4376608792828276
2016-02-11 01:00:00,0.06574717589389285,0.4441210203759531
2016-02-11 02:00:00,0.06659736597710803,0.454077884985944
2016-02-11 03:00:00,0.06730415491811714,0.46707677307438344
2016-02-11 04:00:00,0.06799997072903409,0.4775437930977448
2016-02-11 05:00:00,0.06877147809224106,0.4857262003450418
2016-02-11 06:00:00,0.06957679711424575,0.4914075623819655
2016-02-11 07:00:00,0.07027404291842188,0.4955832620618552
2016-02-11 08:00:00,0.0709510147272581,0.4983448922256805
2016-02-11 09:00:00,0.07163277878623149,0.501038851799406
2016-02-11 10:00:00,0.0723145534815184,0.503761633419086
2016-02-11 11:00:00,0.07299849562113367,0.5065371676082785
2016-02-11 12:00:00,0.07368056931501113,0.5093058295571387
2016-02-11 13:00:00,0.0743603467469856,0.513840383090889
2016-02-11 14:00:00,0.07504376652542687,0.524845646667944
2016-02-11 15:00:00,0.07574330386425553,0.5333380717265815
2016-02-11 16:00:00,0.0766415559027306,0.5396274858063118
2016-02-11 17:00:00,0.07760682026168128,0.5459171811574436
2016-02-11 18:00:00,0.07845366817883284,0.5514227509321218
2016-02-11 19:00:00,0.07913242097927367,0.5571978767997813
2016-02-11 20:00:00,0.079811855685591,0.5628021232002188
2016-02-11 21:00:00,0.08049190847990383,0.568528608024439
2016-02-11 22:00:00,0.08116945583148154,0.5733101202122377
2016-02-11 23:00:00,0.08188347155660629,0.577793019080391
2016-02-12 00:00:00,0.08266890303599482,0.5835440016982225
2016-02-12 01:00:00,0.08334980082632444,0.5903028672013788
2016-02-12 02:00:00,0.08403789703726701,0.5994691015383059
2016-02-12 03:00:00,0.0848350154615647,0.6063859883874777
2016-02-12 04:00:00,0.08564111920714303,0.6125916344075351
2016-02-12 05:00:00,0.08632941750804207,0.6192968066183406
2016-02-12 06:00:00,0.08705935815809862,0.6233204590149629
2016-02-12 07:00:00,0.08774285829979743,0.6271538513993572
2016-02-12 08:00:00,0.08841479085966078,0.629895692111013
2016-02-12 09:00:00,0.08908788514132066,0.6325790224621162
2016-02-12 10:00:00,0.08977007228920876,0.6353197723607322
2016-02-12 11:00:00,0.09045491733365876,0.6380929287429515
2016-02-12 12:00:00,0.09113772020591714,0.6412591855448702
2016-02-12 13:00:00,0.0918217923449196,0.6473014187897812
2016-02-12 14:00:00,0.09250337322293832,0.6575622396942313
2016-02-12 15:00:00,0.09318738745312287,0.6653784906675451
2016-02-12 16:00:00,0.09387191931723098,0.6711400091448027
2016-02-12 17:00:00,0.09455475291661725,0.6765665180194372
2016-02-12 18:00:00,0.09523877541949007,0.6819785024170838
2016-02-12 19:00:00,0.09592308746645255,0.6871651080589569
2016-02-12 20:00:00,0.0966066360624684,0.6917001898629443
2016-02-12 21:00:00,0.09729159810636688,0.694562595551726
2016-02-12 22:00:00,0.09806824280899341,0.6974419803422883
2016-02-12 23:00:00,0.09902878700837618,0.7005200148328035
2016-02-13 00:00:00,0.10000978720224094,0.7039224308851321
2016-02-13 01:00:00,0.10085520276250809,0.709465836390548
2016-02-13 02:00:00,0.10157136938658465,0.7218106124714838
2016-02-13 03:00:00,0.10226143449733698,0.7320009855261985
2016-02-13 04:00:00,0.1029497197982973,0.7390934377295945
2016-02-13 05:00:00,0.10371372146961248,0.746884914365146
2016-02-13 06:00:00,0.10442078931839775,0.7534726534022447
2016-02-13 07:00:00,0.10514438008929597,0.7595290932165513
2016-02-13 08:00:00,0.10582205507663567,0.7623255750342719
2016-02-13 09:00:00,0.10649437645284801,0.765110103999246
2016-02-13 10:00:00,0.10718268184462272,0.767909418621795
2016-02-13 11:00:00,0.10787058187467188,0.770764096437914
2016-02-13 12:00:00,0.10855488328532088,0.7735371488206236
2016-02-13 13:00:00,0.10924009350986766,0.7786005705886253
2016-02-13 14:00:00,0.1099674306267424,0.7878964485871549
2016-02-13 15:00:00,0.11073241556614984,0.7950582767362483
2016-02-13 16:00:00,0.11141885487581195,0.8006941567148417
2016-02-13 17:00:00,0.11210514409527246,0.80594779713163
2016-02-13 18:00:00,0.11279037559244623,0.813128937280598
2016-02-13 19:00:00,0.11347177210769764,0.8197633437340758
2016-02-13 20:00:00,0.11415302444181052,0.826196654135496
2016-02-13 21:00:00,0.1148334955977876,0.8331633059319
2016-02-13 22:00:00,0.11553947499715825,0.8402014798457028
2016-02-13 23:00:00,0.11626299013204937,0.8471627165767236
2016-02-14 00:00:00,0.11694966934967148,0.854051336831868
2016-02-14 01:00:00,0.11766322180425275,0.8607943412279735
2016-02-14 02:00:00,0.11837773152704884,0.8688692200730556
2016-02-14 03:00:00,0.11910133411607315,0.8794470243923749
2016-02-14 04:00:00,0.11981526120525207,0.8871909153431486
2016-02-14 05:00:00,0.12050144997064066,0.8932246218100721
2016-02-14 06:00:00,0.12117965322821744,0.8992773330055914
2016-02-14 07:00:00,0.12185906902553299,0.9041503009440969
2016-02-14 08:00:00,0.12253220821607207,0.9068207979920582
2016-02-14 09:00:00,0.12319783698746892,0.9094632033542586
2016-02-14 10:00:00,0.12387629433475703,0.9121403835525346
2016-02-14 11:00:00,0.12456175155813948,0.9155897152018905
2016-02-14 12:00:00,0.1252389100933682,0.9197311919521938
2016-02-14 13:00:00,0.125918306981682,0.928487288858823
2016-02-14 14:00:00,0.12659962313367587,0.937350671896082
2016-02-14 15:00:00,0.12727468040608242,0.9439274425303389
2016-02-14 16:00:00,0.12801188329463292,0.9505609886242359
2016-02-14 17:00:00,0.12875032354098706,0.9574112342420918
2016-02-14 18:00:00,0.1294864273438094,0.9660651587212588
2016-02-14 19:00:00,0.13039850186258153,0.9786756760040679
2016-02-14 20:00:00,0.1311118723180207,0.9913834304648763
2016-02-14 21:00:00,0.1317881232211643,0.9999217890342615
2016-02-14 22:00:00,0.13245840951606067,1.0060360265761166
2016-02-14 23:00:00,0.1331356862325505,1.0224839744970116
2016-02-15 00:00:00,0.13381727420144487,1.0316628341380607
2016-02-15 01:00:00,0.13450872321476456,1.040075233937564
2016-02-15 02:00:00,0.13530382901218588,1.0588908748792567
2016-02-15 03:00:00,0.13599032741247855,1.065972686041904
2016-02-15 04:00:00,0.13667516418424028,1.0720990371630208
2016-02-15 05:00:00,0.13749821748628405,1.078106763843319
2016-02-15 06:00:00,0.13822942740308472,1.0835831865735748
2016-02-15 07:00:00,0.1389178722487475,1.0881528954870614
2016-02-15 08:00:00,0.1395880498168837,1.0910246824043481
2016-02-15 09:00:00,0.14025560967008674,1.0938487820009728
2016-02-15 10:00:00,0.14093525946629923,1.0966697876121823
2016-02-15 11:00:00,0.1416072227532905,1.0995018478985539
2016-02-15 12:00:00,0.1422875804552569,1.1023176216253348
2016-02-15 13:00:00,0.14297101441544952,1.1075246879889404
2016-02-15 14:00:00,0.14364693795649985,1.1159062412974867
2016-02-15 15:00:00,0.14432451603520546,1.1226346668532243
2016-02-15 16:00:00,0.14512947814980168,1.1291893553188466
2016-02-15 17:00:00,0.14610967471109101,1.1362357463757329
2016-02-15 18:00:00,0.1470898003636237,1.1423562900696798
2016-02-15 19:00:00,0.14808335140741616,1.1492254978708776
2016-02-15 20:00:00,0.1490309736677114,1.1598815594576652
2016-02-15 21:00:00,0.1498930126041634,1.1723537857559978
2016-02-15 22:00:00,0.15088154567161,1.1829362440533788
2016-02-15 23:00:00,0.1517835866013156,1.1897695602055838
2016-02-16 00:00:00,0.15251687650831144,1.195683796053859
2016-02-16 01:00:00,0.15321535730666594,1.204488068369759
2016-02-16 02:00:00,0.15394483704980425,1.2148611366541793
2016-02-16 03:00:00,0.15468984108339928,1.222732510913103
2016-02-16 04:00:00,0.1554094408731105,1.2312940590095394
2016-02-16 05:00:00,0.15611154629074264,1.2406564943306893
2016-02-16 06:00:00,0.15679029672755826,1.2452175677394282
2016-02-16 07:00:00,0.1574640492788424,1.2492206885055612
