Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,177496,-,-,-,42.37,-124.1,-8,710,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2017,1,3,15,0,96,6,97,63,701,248,8,1,74.69,4,0.866,1.9000000000000001,1.129,70.3,95.87,1,940,4.7563,3.6572,N/A
2017,1,3,15,30,70,0,70,53,617,178,8,1,78.3,4,0.866,2.1,1.1520000000000001,70.3,95.82000000000001,1,940,3.3455,2.5556,N/A
2017,1,3,16,0,41,0,41,39,496,106,8,1,82.32000000000001,4,0.866,2.4000000000000004,1.176,60.800000000000004,95.2,1,940,0.0000,0.0000,N/A
2017,1,3,16,30,15,0,15,22,281,38,8,1,86.69,4,0.866,2.5,1.191,60.800000000000004,100,1,940,0.0000,0.0000,N/A
2017,1,3,17,0,0,0,0,0,0,0,8,1,91.35000000000001,0,0.866,2.8000000000000003,1.207,54.400000000000006,100,1,940,0.0000,0.0000,N/A
2017,1,3,17,30,0,0,0,0,0,0,6,1,96.26,0,0.866,2.9000000000000004,1.22,54.400000000000006,100,1,940,0.0000,0.0000,N/A
2017,1,3,18,0,0,0,0,0,0,0,8,1,101.36,0,0.866,3,1.233,50.6,100,1,940,0.0000,0.0000,N/A
2017,1,3,18,30,0,0,0,0,0,0,6,1,106.62,0,0.866,3,1.241,50.6,100,1,940,0.0000,0.0000,N/A
2017,1,3,19,0,0,0,0,0,0,0,6,0,112,0,0.866,3,1.25,47.1,99.88,1,940,0.0000,0.0000,N/A
2017,1,3,19,30,0,0,0,0,0,0,8,0,117.47,0,0.866,2.9000000000000004,1.252,47.1,99.83,1,940,0.0000,0.0000,N/A
2017,1,3,20,0,0,0,0,0,0,0,6,0,122.99000000000001,0,0.866,2.8000000000000003,1.2550000000000001,39.6,99.78,1,930,0.0000,0.0000,N/A
2017,1,3,20,30,0,0,0,0,0,0,6,0,128.53,0,0.866,2.7,1.248,39.6,99.75,0,930,0.0000,0.0000,N/A
2017,1,3,21,0,0,0,0,0,0,0,6,0,134.03,0,0.866,2.7,1.242,30.6,98.9,0,930,0.0000,0.0000,N/A
2017,1,3,21,30,0,0,0,0,0,0,6,0,139.45000000000002,0,0.866,2.5,1.226,30.6,98.89,0,930,0.0000,0.0000,N/A
2017,1,3,22,0,0,0,0,0,0,0,6,0,144.69,0,0.866,2.4000000000000004,1.211,25.400000000000002,96.96000000000001,0,930,0.0000,0.0000,N/A
2017,1,3,22,30,0,0,0,0,0,0,6,0,149.62,0,0.866,2.2,1.186,25.400000000000002,96.96000000000001,0,930,0.0000,0.0000,N/A
2017,1,3,23,0,0,0,0,0,0,0,8,0,154.03,0,0.866,2.1,1.161,21.400000000000002,92.85000000000001,0,930,0.0000,0.0000,N/A
2017,1,3,23,30,0,0,0,0,0,0,6,0,157.59,0,0.866,1.8,1.125,21.400000000000002,92.85000000000001,0,930,0.0000,0.0000,N/A
2017,1,4,0,0,0,0,0,0,0,0,6,0,159.81,0,0.866,1.6,1.089,13.600000000000001,93,0,930,0.0000,0.0000,N/A
2017,1,4,0,30,0,0,0,0,0,0,6,0,160.23,0,0.866,1.4000000000000001,1.04,13.600000000000001,93,0,930,0.0000,0.0000,N/A
2017,1,4,1,0,0,0,0,0,0,0,6,0,158.73,1,0.866,1.3,0.992,329.90000000000003,94,0,930,0.0000,0.0000,N/A
2017,1,4,1,30,0,0,0,0,0,0,4,0,155.67000000000002,0,0.866,1.7000000000000002,0.9380000000000001,329.90000000000003,94.02,0,930,0.0000,0.0000,N/A
2017,1,4,2,0,0,0,0,0,0,0,4,0,151.57,0,0.866,2.1,0.884,314.8,94.10000000000001,0,930,0.0000,0.0000,N/A
2017,1,4,2,30,0,0,0,0,0,0,8,0,146.82,0,0.866,2.4000000000000004,0.846,314.8,94.11,0,930,0.0000,0.0000,N/A
2017,1,4,3,0,0,0,0,0,0,0,4,0,141.69,0,0.866,2.7,0.808,315.70000000000005,94.68,0,940,0.0000,0.0000,N/A
2017,1,4,3,30,0,0,0,0,0,0,4,0,136.34,0,0.866,2.8000000000000003,0.783,315.70000000000005,94.71000000000001,0,940,0.0000,0.0000,N/A
2017,1,4,4,0,0,0,0,0,0,0,4,0,130.86,0,0.866,3,0.758,312,89.53,1,940,0.0000,0.0000,N/A
2017,1,4,4,30,0,0,0,0,0,0,4,0,125.33,0,0.866,3,0.729,312,89.57000000000001,1,940,0.0000,0.0000,N/A
2017,1,4,5,0,0,0,0,0,0,0,4,0,119.79,0,0.866,3,0.7010000000000001,306.7,89.4,1,940,0.0000,0.0000,N/A
2017,1,4,5,30,0,0,0,0,0,0,8,0,114.29,0,0.866,2.9000000000000004,0.659,306.7,96.08,0,940,0.0000,0.0000,N/A
2017,1,4,6,0,0,0,0,0,0,0,4,0,108.87,0,0.866,2.8000000000000003,0.618,302,91.63,0,940,0.0000,0.0000,N/A
2017,1,4,6,30,0,0,0,0,0,0,4,0,103.55,0,0.866,2.7,0.578,302,98.54,0,940,0.0000,0.0000,N/A
2017,1,4,7,0,0,0,0,0,0,0,4,-1,98.37,0,0.866,2.6,0.538,297.3,91.19,0,940,0.0000,0.0000,N/A
2017,1,4,7,30,0,0,0,0,0,0,4,-1,93.37,0,0.866,2.5,0.515,297.3,91.25,0,940,0.0000,0.0000,N/A
2017,1,4,8,0,18,0,18,13,187,18,4,-1,88.59,4,0.866,2.5,0.493,293.3,90.14,0,940,0.0000,0.0000,N/A
2017,1,4,8,30,32,477,82,32,477,82,4,-1,84.08,4,0.866,2.3000000000000003,0.488,293.3,90.19,0,940,0.0000,0.0000,N/A
2017,1,4,9,0,47,634,158,47,634,158,1,0,79.9,0,0.866,2.2,0.484,291.1,88.46000000000001,0,940,7.5326,5.7409,N/A
2017,1,4,9,30,57,731,233,57,731,233,4,0,76.10000000000001,4,0.866,2,0.488,291.1,88.5,0,940,11.2897,8.6588,N/A
2017,1,4,10,0,67,785,300,67,785,300,4,0,72.75,4,0.866,1.9000000000000001,0.493,287.6,89.67,0,940,14.9744,11.5514,N/A
